Refcode,largest_cavity_diameter,pore_limiting_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
SOVQIE01,2.05815,1.10812,2.03656,1072.53,2.0443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIJNAB01,2.33039,1.18148,2.14574,2012.17,2.05351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEYDAB,1.68815,0.92154,1.6662,1046.19,2.33689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUPJEV,2.60334,1.00406,1.91852,7528.26,3.9488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEKXUE,1.84757,0.78,1.6851,749.414,3.35774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOSJOA,1.84804,0.84071,1.66437,1354.91,2.95075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERLOR,2.01735,0.98568,2.01735,912.886,1.91805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TETHOP,3.21027,0.93533,3.19871,4123.52,2.7225,0.0,0.0,97.8241,35.9318,0.0,0.0,0.0,169.229,0.04104,0.0150744
SIKJED,1.95736,1.02567,1.95145,771.911,3.27706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAQYIV,2.43921,1.2024,2.43921,5257.88,1.8402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAJXIO06,3.64535,3.29678,3.60844,10449.3,2.33891,310.927,132.937,0.0,0.0,718.079,0.06872,0.0293812,0.0,0.0,0.0
TAJXIO07,3.63497,3.28431,3.63403,10428.1,2.34367,309.223,131.94,0.0,0.0,711.406,0.06822,0.0291082,0.0,0.0,0.0
SEVSUI,2.2806,0.9918,2.2098,748.783,2.45762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUMFEM,2.38406,1.39867,2.32928,2209.98,1.82794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TONPAQ,1.91034,1.13248,1.7894,1365.08,2.08818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUQNID,1.71848,1.05636,1.7065,840.335,2.61563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIDWOS,3.31057,2.39524,3.30882,1922.75,2.05992,0.0,0.0,206.256,100.128,0.0,0.0,0.0,127.247,0.06618,0.0321275
TORMAQ,2.77685,0.84504,2.76525,4775.48,2.56441,0.0,0.0,4.88184,1.90369,0.0,0.0,0.0,0.0,0.0,0.0
TASKUV,1.61557,1.03439,1.61424,723.719,2.57027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEYVAU02,1.50688,1.13093,1.50471,604.749,2.55884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUSNAV,2.06956,1.14487,2.06956,898.245,1.88282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SABJUD,1.85867,1.30525,1.85541,984.662,3.58004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUBZIA,4.8115,3.04465,4.58147,1026.68,1.34951,1386.79,1027.63,0.0,0.0,323.241,0.31484,0.2333,0.0,0.0,0.0
SIKJED02,1.51603,0.68865,1.50666,745.052,3.3952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEWPIW,3.6391,2.44784,3.6391,1343.68,1.64169,0.0,0.0,286.992,174.815,0.0,0.0,0.0,147.886,0.11006,0.0670407
SEYVAU01,1.49946,1.12371,1.49721,600.411,2.57733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAQCOF,2.11658,1.0791,2.08485,2626.72,1.87723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAQDUM,2.97284,1.41311,2.89962,2650.62,1.74485,0.0,0.0,32.0098,18.3452,0.0,0.0,0.0,70.7716,0.0267,0.0153021
VUVHEB,3.00234,1.0718,2.99821,3451.21,1.61749,0.0,0.0,38.4882,23.795,0.0,0.0,0.0,66.9534,0.0194,0.0119939
VOYTIO,3.31489,1.03626,3.27025,891.883,1.78422,0.0,0.0,306.489,171.777,0.0,0.0,0.0,78.9851,0.08856,0.049635
TUTQAB,2.42845,1.26816,2.42845,902.3,1.94015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDUMIP03,2.01909,0.0,2.01589,13756.6,11.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UMAROR,2.17897,1.08669,2.06464,1407.7,2.31198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UZEHEO,2.20027,1.22574,1.96525,3326.88,1.82515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VORTIH,2.07817,0.79838,2.02482,475.109,2.26509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UZIHUI,1.2743,0.57634,1.2489,948.974,4.83424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDUMIP02,2.44167,0.0,2.42503,13782.5,11.7359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOYTEK,1.72403,0.91876,1.71255,712.18,2.42468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFIMUS,1.76146,0.96202,1.76146,765.378,3.30503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQAVIU,4.32254,1.56495,4.00047,6227.99,1.67521,0.0,0.0,639.114,381.513,0.0,0.0,0.0,929.964,0.14932,0.0891352
UCOCOE,1.59091,0.91839,1.57399,990.788,3.01712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOZHEX,1.76338,0.87387,1.73043,912.311,2.41042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEDWAD,2.85318,1.14654,2.85318,1439.23,1.94822,0.0,0.0,9.25612,4.75106,0.0,0.0,0.0,0.0,0.0,0.0
UWOVIN,1.96423,1.18448,1.88708,1950.65,2.5265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAXTAS,4.02783,2.10061,3.90851,6089.62,1.70923,0.0,0.0,336.97,197.147,0.0,0.0,0.0,485.708,0.07976,0.0466642
UCAQAS,1.67845,1.10833,1.61016,2731.44,2.68484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOYTOU,3.43932,2.61042,3.43932,2492.03,1.80216,0.0,0.0,554.701,307.797,0.0,0.0,0.0,308.713,0.12388,0.0687397
VOFQEN,1.78346,0.84191,1.65699,734.758,2.54058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDUMIP,1.25459,0.0,1.14814,14031.4,11.0586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UWIHEO,2.45121,1.19258,2.44677,1722.54,3.18419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQERUG,2.37076,1.14172,2.37072,1166.76,1.59794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIXZEJ,1.86545,1.36332,1.82764,891.769,2.15603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOYVEM,2.75996,1.26114,2.74333,3192.49,2.66035,0.0,0.0,7.35994,2.76653,0.0,0.0,0.0,9.44976,0.00296,0.00111264
UKIDUO,3.70282,0.95681,3.69333,2728.0,2.15725,0.0,0.0,312.153,144.699,0.0,0.0,0.0,251.794,0.0923,0.042786
UHERAD,1.45144,0.86471,1.43521,1245.02,2.6245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUNTUV,1.8481,1.21991,1.84708,985.522,2.06992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UHATAA,1.11579,0.73984,1.11271,759.229,3.48037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIWEY,2.26682,0.88177,2.26682,1224.42,2.64717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIZDIS,2.00344,1.16461,2.00327,622.33,2.01277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURNEC,5.30811,4.87518,5.30811,1947.83,1.73409,876.798,505.625,0.0,0.0,406.162,0.20852,0.120248,0.0,0.0,0.0
VEDWIL,2.5186,1.05854,2.47377,2270.69,1.54591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFUGAF,2.50201,1.15481,2.50201,851.906,2.1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCOCIY,1.8295,0.9196,1.82637,766.315,2.37592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUFWUN,0.50926,0.0,0.50926,1868.42,15.4071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUKHOZ,2.65772,1.53191,2.65772,6497.43,3.08663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOYTUA,2.06797,0.98427,2.05751,2200.4,2.04101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCOCEU,1.40484,0.81166,1.38969,412.461,2.30438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFETEF,2.44808,1.95866,2.44808,851.875,3.18036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQOCOU,4.56021,1.93411,4.29236,6185.14,1.45083,0.0,0.0,286.696,197.608,0.0,0.0,0.0,449.412,0.07266,0.0500818
UFOMAG,3.79872,1.64364,3.77523,2488.81,1.95105,0.0,0.0,314.751,161.323,0.0,0.0,0.0,232.903,0.09358,0.0479638
WAXLAL,2.15756,0.92502,2.14213,2087.74,2.40206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XARVIY,2.71452,0.97994,2.70024,1572.84,2.31864,0.0,0.0,5.32515,2.29667,0.0,0.0,0.0,0.0,0.0,0.0
WOTJUN,3.62867,1.26822,3.62867,2316.7,4.06976,0.0,0.0,181.367,44.5646,0.0,0.0,0.0,127.974,0.05524,0.0135733
WUZCEC,2.32335,1.32684,2.19707,2356.04,1.59688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAVBEB,1.87624,1.52174,1.74375,1034.58,2.1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOLMOA,2.18021,1.05429,2.15368,857.816,1.95572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBGIT,2.36414,1.80298,2.33199,1075.29,4.61144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUYDUP,2.16455,1.56393,2.1594,2799.01,1.9942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAXLEP,1.9354,0.92008,1.9354,1664.42,2.7093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEVBOQ,2.06975,1.00079,1.96608,1014.9,2.23253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WASQAI,1.81394,1.17572,1.80805,2286.97,1.96375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAYQET,4.49752,2.40142,4.4916,8209.72,2.1353,0.0,0.0,998.811,467.761,0.0,0.0,0.0,1711.4,0.20846,0.0976255
XIJRUE,1.98246,1.14144,1.83074,1103.14,1.92139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUXJEF,2.75551,1.00861,2.63337,563.328,1.91065,0.0,0.0,6.10126,3.19329,0.0,0.0,0.0,0.0,0.0,0.0
XOBBEX,5.64164,4.5789,5.63663,1963.59,2.82042,1344.99,476.875,0.0,0.0,618.728,0.3151,0.111721,0.0,0.0,0.0
WEXZIJ02,1.97725,1.17406,1.96241,801.768,2.13738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOKJIR,4.53951,1.50599,4.53323,4832.93,1.30374,0.0,0.0,905.028,694.176,0.0,0.0,0.0,995.005,0.20588,0.157914
XACHIS,1.35462,0.68131,1.35462,949.243,9.10816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAZGIR,1.62495,0.83262,1.57893,1168.65,2.30758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEFPOP,1.77314,1.10212,1.75681,735.389,2.50238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEHQOQ01,5.04495,3.46608,5.04495,2174.16,1.50671,1071.79,711.346,0.0,0.0,509.798,0.23448,0.155624,0.0,0.0,0.0
XUCXAX09,1.82015,0.53861,1.82015,1185.66,3.38882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEZHEP,2.04282,0.75532,2.04282,474.686,2.35081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUGLOZ,2.239,1.59966,2.15354,881.084,2.18704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEJTUB,4.11572,2.07589,3.65317,4646.99,1.84352,0.0,0.0,340.131,184.501,0.0,0.0,0.0,435.609,0.09374,0.0508484
WUYFEB,2.18698,1.52867,2.18684,3005.9,1.91861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUYFAX,2.73078,1.4482,2.71728,2697.98,1.89136,0.0,0.0,1.37163,0.72521,0.0,0.0,0.0,0.0,0.0,0.0
WUYFIF,2.17698,1.20752,2.1154,3233.88,1.98877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XERSIX,2.06772,1.35693,2.06162,1225.16,2.47191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIPFAE,2.05029,1.20386,1.78586,1691.24,2.22706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIDGUN,1.87599,0.97271,1.87599,1688.93,1.81381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUGLOZ01,2.16326,1.56595,2.16326,865.545,2.22631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOBBAT,2.44715,1.08587,2.36089,855.757,2.47222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEGJAW,2.90447,1.35359,2.88661,5185.18,1.54586,0.0,0.0,15.5309,10.0468,0.0,0.0,0.0,19.2889,0.00372,0.00240642
XAMXOY,4.44728,3.85568,4.42518,1041.86,2.18127,1178.76,540.399,0.0,0.0,283.885,0.27248,0.124918,0.0,0.0,0.0
WAVBOL,2.10087,1.35264,2.09038,1124.07,2.15726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEKDAU,1.72648,0.75633,1.7113,989.516,3.08719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XALPOS,2.51139,1.59385,2.21962,1712.7,1.76185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUGMOA,2.80407,2.09408,2.80407,2421.56,2.55669,0.0,0.0,10.0544,3.93258,0.0,0.0,0.0,9.05665,0.00374,0.00146283
WEXZIJ01,2.14068,1.18084,2.1277,794.979,2.15563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAKWIQ,2.32804,1.22312,2.31878,1389.2,1.90857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOTSEG,2.61426,1.50223,2.58247,2544.66,1.57514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAXDEH,3.53003,1.05602,3.53003,1167.48,2.19899,0.0,0.0,316.75,144.044,0.0,0.0,0.0,96.8309,0.08294,0.0377174
WOBNUX,2.33931,0.87327,2.33799,571.523,2.06956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEXZIJ,2.11097,1.16963,2.11097,801.473,2.14652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEQTEU,2.19161,1.0482,2.17572,2866.56,2.00255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUGMIU,1.85993,1.00474,1.8543,1579.23,2.3058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WASQEM,1.94804,1.22958,1.93187,2467.07,2.02202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEKCUN,1.50413,0.6349,1.30926,1106.34,3.5109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAMXEO,2.44016,1.10047,2.44016,1557.19,2.09486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEJVAJ,3.57582,1.83261,3.39017,7148.68,1.79897,0.0,0.0,297.363,165.296,0.0,0.0,0.0,503.124,0.07038,0.0391224
ZUDYII,2.54014,1.12418,2.06694,2252.13,1.57864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOYTOX,5.0038,3.86584,5.0023,6266.91,1.39238,2021.88,1452.1,0.0,0.0,2476.06,0.3951,0.283758,0.0,0.0,0.0
ZETTAT,1.71879,0.79262,1.70998,477.525,2.22573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XUJYOS,1.86761,1.02262,1.77877,2224.93,2.02441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEKKAC,1.65952,0.926,1.64237,981.566,2.14541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOTCAM,2.18838,1.02356,1.79997,1457.06,2.41581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YUQMOO,2.02102,1.17758,1.89489,843.481,1.85713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOKQAR,2.59204,1.24104,2.45508,1032.42,3.11611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZECYEN01,2.93718,1.4206,2.931,6160.72,2.2251,0.0,0.0,12.0476,5.41441,0.0,0.0,0.0,31.5429,0.00512,0.00230102
ZITREC,2.55889,0.98579,2.55558,1219.02,3.68688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALCEU01,3.00629,0.92709,3.00629,773.94,2.70261,0.0,0.0,117.803,43.5886,0.0,0.0,0.0,39.5174,0.05106,0.0188928
XUYNEN,2.39706,1.10884,2.33694,1727.73,1.75945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZASTIY,2.02725,1.02429,1.97638,2018.74,2.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOPHIY,2.40545,1.19884,2.40166,2258.71,2.93994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOSLOH,1.33912,0.64029,1.32878,830.404,3.19035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XUJKET,3.2296,2.87263,3.22749,1301.78,5.00513,575.059,114.894,0.0,0.0,243.172,0.1868,0.0373217,0.0,0.0,0.0
YOSXOU,2.15498,1.21159,2.12002,1574.9,1.81426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALCIY,4.11424,2.72989,4.11424,1430.95,2.13496,695.903,325.957,0.0,0.0,257.313,0.17982,0.0842265,0.0,0.0,0.0
YALPOU,5.06799,1.31009,5.04182,2306.5,2.72405,0.0,0.0,713.954,262.093,0.0,0.0,0.0,410.556,0.178,0.065344
YOSWUZ,2.30008,1.06883,2.30008,643.922,1.96046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUQPOQ,4.23457,3.50716,4.11317,1921.55,1.52891,927.116,606.391,0.0,0.0,378.507,0.19698,0.128837,0.0,0.0,0.0
ZASTEU,1.92033,1.2309,1.86588,995.607,2.11512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAYBAC,2.00551,1.20631,2.00361,1910.41,2.16973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAQKEH,2.28005,1.72458,1.96676,2315.37,2.03761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIRNIX,4.56903,2.45392,4.56903,7268.58,6.06889,0.0,0.0,450.098,74.1648,0.0,0.0,0.0,749.536,0.10312,0.0169916
YARLIO,1.57451,0.89898,1.48791,838.656,3.2463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOYKAZ,3.81207,2.68809,3.81207,2622.56,1.81938,663.765,364.831,0.0,0.0,413.788,0.15778,0.086722,0.0,0.0,0.0
YEGTAG,3.04612,2.58873,3.04612,692.823,2.82245,0.0,0.0,90.7078,32.138,0.0,0.0,0.0,34.9044,0.05038,0.0178498
XUJYUY,1.92237,1.03622,1.92237,691.807,2.03585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAPDEC,6.14626,5.34384,6.14626,677.452,1.09816,2217.41,2019.21,0.0,0.0,365.093,0.53892,0.49075,0.0,0.0,0.0
YOYTIQ,1.75886,0.85449,1.75886,349.004,2.66817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZADLAV,1.83633,0.98074,1.82803,3270.01,2.18188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAYWIH,2.43853,1.43261,2.42035,2033.96,1.56518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEGXUU,2.48136,1.66713,2.37495,473.411,2.74737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIPLUS01,1.88757,1.20332,1.88757,963.327,2.94798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEDSAD,1.65948,0.88139,1.56776,1309.14,2.62901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJAHAV,2.57677,1.22353,2.57677,1700.88,2.62047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QETZAT,1.4799,1.0006,1.4707,846.136,3.33741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YIZVEJ01,2.17064,1.22629,1.96111,1731.42,3.19277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUVXUI,4.34574,3.72129,4.21096,1323.67,1.65421,1490.52,901.049,0.0,0.0,394.692,0.29818,0.180255,0.0,0.0,0.0
UGAGIV,2.78086,0.95944,2.07981,813.001,2.50516,0.0,0.0,8.18495,3.26724,0.0,0.0,0.0,10.6503,0.0131,0.00522921
QIHMEC,2.01085,0.99649,2.01085,495.408,3.01053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NASZEO,3.16024,1.23956,3.08292,2213.13,2.68101,0.0,0.0,52.8267,19.704,0.0,0.0,0.0,70.9531,0.03206,0.0119582
QETYUM,2.29325,1.1103,2.29304,2362.03,3.95456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QETZEX,2.57597,0.97258,2.54026,3333.74,3.24648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QIHMUS,1.8317,0.82735,1.80472,1620.26,3.41962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQUQAF,3.63449,1.44596,3.53035,1465.01,2.35861,0.0,0.0,151.427,64.2015,0.0,0.0,0.0,68.152,0.04652,0.0197234
KUNPIT01,3.22131,0.98657,3.07927,3065.93,2.34061,0.0,0.0,142.621,60.9334,0.0,0.0,0.0,149.188,0.04866,0.0207895
UDICIV,1.68248,0.93743,1.68248,467.589,3.26077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUNPIT,3.23981,0.9837,3.01457,3058.45,2.34633,0.0,0.0,138.9,59.1988,0.0,0.0,0.0,146.867,0.04802,0.020466
MIHMOI,4.97519,3.84654,4.97519,7779.91,1.73913,1107.98,637.089,0.0,0.0,1764.02,0.22674,0.130375,0.0,0.0,0.0
NENROQ,3.35643,0.83787,3.33485,1235.49,3.68906,0.0,0.0,509.376,138.077,0.0,0.0,0.0,168.249,0.13618,0.0369146
CURVAP,2.23486,1.23305,2.23428,3356.77,1.99566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAHWOI,2.71907,1.29151,2.67088,1217.96,1.86671,0.0,0.0,2.90965,1.55871,0.0,0.0,0.0,0.0,0.0,0.0
JUQDAC,2.53343,0.96277,2.52371,2065.24,2.83074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QIHMOM,2.75974,2.29694,2.74493,765.726,5.84703,0.0,0.0,9.39763,1.60725,0.0,0.0,0.0,19.4954,0.02546,0.00435435
KULJEI,2.10881,0.95746,2.04084,3781.27,4.32165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TETWAQ,4.27026,3.20636,4.27026,2129.95,1.71916,1390.61,808.892,0.0,0.0,609.122,0.28598,0.166349,0.0,0.0,0.0
UDICUH,1.89038,1.02863,1.89038,548.617,4.14109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIPLUS,1.81037,1.13393,1.77974,948.823,2.97893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IZUKIZ,10.48306,10.11411,10.48306,3557.08,1.20327,1525.82,1268.05,0.0,0.0,1743.47,0.49014,0.407339,0.0,0.0,0.0
QAGCIO,3.24546,1.84831,2.83141,2168.85,2.51563,0.0,0.0,137.255,54.5608,0.0,0.0,0.0,110.915,0.05114,0.0203289
CURTIV,2.63568,1.7435,2.62773,2134.58,1.80595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEWRIM,2.27759,1.3912,2.16485,2128.67,2.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UHEQOO,3.14684,2.24955,3.14684,1018.41,2.27089,0.0,0.0,124.965,55.029,0.0,0.0,0.0,49.7799,0.04888,0.0215246
YITJAP,2.17807,1.23197,2.12005,1414.88,2.20783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDICAN,2.42506,1.1625,2.41316,3229.21,4.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NASZAK,1.97325,1.0451,1.97221,887.931,2.13292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUSQEP,4.41147,2.68295,4.37378,3132.77,2.07667,472.67,227.61,10.1605,4.89269,348.865,0.11136,0.0536244,12.4684,0.00398,0.00191653
