Refcode,largest_cavity_diameter,pore_limiting_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
WUFYOM,2.06641,1.33614,2.06641,1162.74,1.3614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIHMAC,2.48902,1.85114,2.47001,2337.27,1.88216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAQMOS,2.63914,1.33738,2.62455,3609.61,1.56137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XUKYOS,1.67854,0.86938,1.66838,1461.57,1.76459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VENFAW,1.91044,1.06959,1.90895,5047.89,1.39371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUDXEZ,1.76239,1.0588,1.71773,2365.43,1.94451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZETQUM,0.59728,0.04751,0.58726,823.743,3.7361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOKDUY,2.0638,1.24228,2.05244,4111.65,1.7982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XINJUA01,1.56055,1.07695,1.56055,853.901,1.97569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIZFOC,4.02867,1.62547,3.40074,8718.27,1.61009,0.0,0.0,309.775,192.396,0.0,0.0,0.0,609.582,0.06992,0.0434262
YEDTEI,3.82704,2.34727,3.82704,935.257,1.47829,0.0,0.0,407.824,275.875,0.0,0.0,0.0,111.258,0.11896,0.0804714
TICNEZ,1.85422,1.35549,1.85257,1357.45,1.48678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUYFAX,2.57953,1.32376,2.57766,3105.21,1.79389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URAVIU,1.88323,0.91415,1.80474,2045.73,1.56664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOHPOE,6.82076,4.75974,6.82076,3985.57,1.24014,1718.36,1385.62,0.0,0.0,1499.69,0.37628,0.303418,0.0,0.0,0.0
RAFHOY,3.4866,1.42971,3.46071,5842.2,1.45238,0.0,0.0,78.2854,53.9013,0.0,0.0,0.0,146.055,0.025,0.0172131
QUZZES,5.06119,3.4268,5.06119,3300.44,1.0324,2138.33,2071.23,0.0,0.0,1412.79,0.42806,0.414627,0.0,0.0,0.0
RAFHEO,3.17455,1.4647,3.17164,1786.17,1.52562,0.0,0.0,33.0484,21.6622,0.0,0.0,0.0,38.4385,0.02152,0.0141057
WOGKOT01,3.91792,2.3879,3.91792,1862.64,1.52921,0.0,0.0,381.635,249.563,0.0,0.0,0.0,236.741,0.1271,0.0831146
HOQMIL02,5.63983,4.88733,5.62365,3274.39,1.14617,1566.12,1366.4,0.0,0.0,1151.8,0.35176,0.306901,0.0,0.0,0.0
YORYIO,2.24677,0.99878,2.24677,2326.07,1.80825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELUVAJ,3.51799,1.9711,3.41723,999.069,1.89309,0.0,0.0,205.432,108.517,0.0,0.0,0.0,75.9492,0.07602,0.0401566
TUZYOD01,1.52064,0.66291,1.37569,652.516,2.18192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWIMEH,1.96682,0.88265,1.96682,375.338,1.8876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCOYIS,2.76152,1.51564,2.36859,1548.45,1.43512,0.0,0.0,6.99527,4.87433,0.0,0.0,0.0,9.72428,0.00628,0.00437593
YANHUT,2.39479,1.39316,2.38336,1356.47,1.44614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XUDSEU,2.07319,0.92944,2.01816,872.385,1.70892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAVVUH,17.18238,16.37556,17.18238,7795.57,0.611182,1508.92,2468.86,0.0,0.0,5517.7,0.7078,1.15808,0.0,0.0,0.0
SOYNAX,2.06038,1.45328,1.95274,1637.81,1.49499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBOVOY,2.25441,1.53039,2.23468,1132.28,1.58092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOQCAZ,1.76805,0.99791,1.76062,858.409,1.86819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOTSUL01,3.67517,2.48395,3.65371,733.475,1.3068,0.0,0.0,1030.24,788.369,0.0,0.0,0.0,218.297,0.29762,0.227747
TAGVAB,5.46672,2.61572,5.46672,7574.63,1.10578,0.0,0.0,1165.49,1054.0,0.0,0.0,0.0,1894.57,0.25012,0.226194
LAGWAT,2.66016,1.47936,2.64206,7416.29,1.31328,0.0,0.0,0.0984141,0.0749377,0.0,0.0,0.0,0.0,0.0,0.0
HONDEV,5.70839,4.09081,5.61037,4073.57,1.32987,757.826,569.848,3.47475,2.61284,719.719,0.17668,0.132855,10.1839,0.0025,0.00187988
MOYRUP,2.27764,1.14223,2.2763,604.592,1.95626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VINKAH,2.51648,1.18533,2.51459,1285.5,1.79233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIGTUK,1.4986,0.85892,1.32575,523.243,1.83111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOHCAH,2.13298,1.19736,2.11393,682.11,1.52179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAVXIX,53.5766,53.2642,53.5766,77838.6,0.22812,790.828,3466.71,0.0,0.0,64503.3,0.82868,3.63264,0.0,0.0,0.0
TELFIB,1.76086,1.05654,1.76086,1320.22,1.60275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINSUG,4.24365,3.36435,4.2406,2826.53,1.48345,1226.75,826.958,0.0,0.0,675.315,0.23892,0.161057,0.0,0.0,0.0
NABMUA01,5.5051,5.37753,5.5051,1681.73,1.21692,1570.7,1290.72,0.0,0.0,649.048,0.38594,0.317146,0.0,0.0,0.0
CUNNUW,2.74739,1.31116,2.72621,785.718,1.84576,0.0,0.0,4.6836,2.53749,0.0,0.0,0.0,10.56,0.01344,0.00728155
NABMUA,5.52213,5.3747,5.52213,1685.86,1.21394,1622.89,1336.88,0.0,0.0,654.89,0.38846,0.32,0.0,0.0,0.0
RAVXET,38.22808,38.06643,38.22808,51947.6,0.326783,1040.94,3185.41,0.0,0.0,38984.6,0.75046,2.29651,0.0,0.0,0.0
HEVRAC,1.30356,0.7439,1.28314,572.12,5.41163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANOMEW,2.28302,1.42105,2.2205,1207.5,1.37747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOQMIL03,5.60791,4.87769,5.57997,3252.25,1.15397,1558.67,1350.7,0.0,0.0,1122.35,0.3451,0.299054,0.0,0.0,0.0
VUSCOE,2.15695,1.3177,1.81159,449.021,1.57769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UHISUA,3.83874,1.401,3.21821,2421.7,1.77163,0.0,0.0,139.43,78.7013,0.0,0.0,0.0,107.765,0.0445,0.0251181
YUJHUJ,2.96746,1.72905,2.89651,2065.32,1.8449,0.0,0.0,25.9836,14.084,0.0,0.0,0.0,53.657,0.02598,0.014082
XEKCAT01,2.67291,1.18249,2.19698,3476.67,1.48929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLLEZ,2.34724,0.93931,2.1926,1733.25,1.95806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNEDTA12,2.76778,1.54388,2.54198,1867.52,1.58246,0.0,0.0,5.51733,3.48655,0.0,0.0,0.0,0.0,0.0,0.0
AWEDEM,1.87133,1.16702,1.78148,2137.93,1.40033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIKROU,2.87516,1.24848,2.87516,914.361,1.65245,0.0,0.0,27.2919,16.516,0.0,0.0,0.0,44.7122,0.0489,0.0295925
XEQLEM,4.54179,2.47954,4.44854,1378.0,1.29426,0.0,0.0,930.415,718.876,0.0,0.0,0.0,331.904,0.24086,0.186098
AHELAC,4.13461,2.22907,3.92024,2780.35,1.5044,0.0,0.0,604.953,402.123,0.0,0.0,0.0,457.868,0.16468,0.109466
QEBWEB,2.54463,1.49006,2.51217,893.573,1.48144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAFVUH,7.25835,7.14144,7.25835,2876.79,0.939305,1987.02,2115.42,0.0,0.0,1490.98,0.51828,0.551769,0.0,0.0,0.0
BETZUX,5.30166,2.06846,5.15635,5158.38,1.17589,0.0,0.0,1205.95,1025.56,0.0,0.0,0.0,1395.24,0.27048,0.230022
LOTTEW01,3.44444,2.5987,3.43134,2037.49,1.4113,0.0,0.0,763.211,540.785,0.0,0.0,0.0,456.032,0.22382,0.158591
TIXVON,4.91832,3.92262,4.9012,5956.31,1.16845,1092.52,935.02,0.0,0.0,1385.2,0.23256,0.199034,0.0,0.0,0.0
RASKIH,2.54718,1.51136,2.51066,7618.12,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIFKEQ,2.87012,1.25052,2.79947,2823.83,1.34315,0.0,0.0,8.41422,6.26456,0.0,0.0,0.0,18.9197,0.0067,0.00498829
SOGMEI,4.12734,2.62421,3.90662,4163.68,1.21416,0.0,0.0,881.072,725.665,0.0,0.0,0.0,903.436,0.21698,0.178708
OPIRIQ,1.80771,0.97401,1.79788,1766.34,1.62691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EZEQUX,5.58794,4.86495,5.5588,3266.28,1.14902,1517.9,1321.05,0.0,0.0,1144.11,0.35028,0.304852,0.0,0.0,0.0
NUDLIJ,6.21835,5.36509,6.21835,2543.29,1.49921,1668.04,1112.61,0.0,0.0,970.722,0.38168,0.254588,0.0,0.0,0.0
KUBXUC,1.88213,1.17974,1.8725,1852.76,1.50824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOGTER,1.93155,1.3408,1.93155,923.53,1.84442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXKOU,1.98556,1.28436,1.98012,3174.0,1.57278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEQLEM01,4.50572,2.4712,4.50572,1371.86,1.30005,0.0,0.0,915.797,704.432,0.0,0.0,0.0,329.11,0.2399,0.184531
COPFAQ,1.82943,0.97123,1.54246,1106.17,1.40128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDLOP01,6.20964,5.49275,6.20964,2428.39,1.19566,1676.98,1402.55,0.0,0.0,979.951,0.40354,0.337503,0.0,0.0,0.0
NOCKOG,2.63749,1.33685,2.62318,2393.13,1.45168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUDDEB,9.66894,8.19667,9.66894,2327.04,0.841078,1828.09,2173.51,0.0,0.0,1270.24,0.54586,0.649,0.0,0.0,0.0
JEGJUD,3.57458,2.45849,3.56001,1907.99,1.63266,0.0,0.0,384.024,235.214,0.0,0.0,0.0,230.408,0.12076,0.0739652
ASELAN,2.16878,1.23186,2.16011,1261.64,1.71081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUJPAO,2.56862,1.68468,2.53591,469.799,1.71811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTELUC,5.71254,5.30318,5.71254,6858.44,1.08074,869.334,804.391,383.246,354.616,1301.18,0.18972,0.175547,614.105,0.08954,0.082851
FARCAC,2.81373,2.09857,2.81373,869.372,1.4625,0.0,0.0,14.7837,10.1086,0.0,0.0,0.0,39.226,0.04512,0.0308513
GUHDAQ,3.85353,1.61348,3.3405,9087.33,2.02577,0.0,0.0,253.412,125.094,0.0,0.0,0.0,524.521,0.05772,0.0284928
FOXKEK,2.53869,1.16315,2.44162,3017.83,1.56155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGPHCU,2.28851,1.16371,2.13207,921.49,1.75928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAGTAA02,2.69024,1.14577,2.63109,1694.11,1.43738,0.0,0.0,0.299141,0.208115,0.0,0.0,0.0,0.0,0.0,0.0
KUCFOF,2.30475,1.51625,2.0898,1245.03,1.50499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SABWUO,1.36609,0.1664,0.77478,1057.01,4.45249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIRJOJ,3.17178,1.75174,3.17111,685.067,1.70923,0.0,0.0,170.329,99.6526,0.0,0.0,0.0,47.3792,0.06916,0.0404628
JACNOT,2.87375,1.66298,2.86955,3400.78,1.61726,0.0,0.0,11.8182,7.30753,0.0,0.0,0.0,22.8532,0.00672,0.00415516
KUYJAQ,2.78492,1.45244,2.78492,1372.96,1.53448,0.0,0.0,2.69537,1.75653,0.0,0.0,0.0,0.0,0.0,0.0
COKPEZ,11.53302,10.69967,11.53302,3982.69,0.910749,1732.99,1902.82,0.0,0.0,2413.43,0.60598,0.665364,0.0,0.0,0.0
LAWSAF,3.07879,0.908,3.07879,2618.77,1.99044,0.0,0.0,22.7356,11.4224,0.0,0.0,0.0,37.6579,0.01438,0.00722454
LEVNOQ,3.15404,1.57312,3.15036,5015.98,1.32922,0.0,0.0,36.634,27.5605,0.0,0.0,0.0,59.2888,0.01182,0.00889243
QEHHIV,3.09061,1.37708,2.1447,2743.46,1.48821,0.0,0.0,24.2406,16.2884,0.0,0.0,0.0,63.0448,0.02298,0.0154414
HISHUO,1.42085,0.62144,1.41398,379.056,2.13407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETUMIR,2.6219,1.54316,2.45357,3048.06,1.38839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EZEQOR,5.6482,4.90134,5.6482,3280.26,1.14412,1549.51,1354.33,0.0,0.0,1156.36,0.35252,0.308115,0.0,0.0,0.0
LONWIW,2.84737,1.43689,2.60866,5275.34,1.38479,0.0,0.0,3.60088,2.60031,0.0,0.0,0.0,10.7617,0.00204,0.00147315
GIQZEM,5.16879,1.80705,5.15182,3355.57,1.35509,0.0,0.0,1274.83,940.767,0.0,0.0,0.0,934.727,0.27856,0.205565
NUDLOP,6.24477,5.59501,6.24477,2431.93,1.19392,1698.39,1422.53,0.0,0.0,1000.4,0.41136,0.344545,0.0,0.0,0.0
LIYTOF,2.03651,1.24293,1.94323,1757.72,1.63103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XINHEJ,4.688,3.80304,4.6765,1763.14,1.54054,1510.66,980.599,0.0,0.0,571.433,0.3241,0.21038,0.0,0.0,0.0
VUNLIC,5.95672,3.86094,5.93488,4068.84,1.00076,1515.51,1514.36,0.0,0.0,1304.88,0.3207,0.320457,0.0,0.0,0.0
RATVEP,3.64583,3.09994,3.64175,1260.12,1.44156,685.402,475.457,0.0,0.0,220.143,0.1747,0.121188,0.0,0.0,0.0
QISFIJ,2.28441,1.46016,2.28441,4793.05,1.36827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YIGJIK,2.73412,2.25123,2.50968,1417.43,1.58576,0.0,0.0,1.80223,1.13651,0.0,0.0,0.0,0.0,0.0,0.0
KAWTOT,1.67295,0.91101,1.67038,763.134,1.80538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAFHIS,3.18355,1.47236,3.18355,1786.17,1.52562,0.0,0.0,32.7275,21.452,0.0,0.0,0.0,39.7245,0.02224,0.0145777
DULVEM,2.04787,1.32574,2.03307,1023.09,1.71704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UHISOU,3.44411,1.58895,3.39476,402.319,1.5304,0.0,0.0,550.236,359.538,0.0,0.0,0.0,67.9276,0.16884,0.110324
FEVQEE,3.35912,1.80685,3.26231,1747.45,1.5913,0.0,0.0,235.615,148.064,0.0,0.0,0.0,157.76,0.09028,0.0567334
VAGTAA,2.74044,1.13785,2.72228,1678.47,1.45077,0.0,0.0,6.66479,4.59396,0.0,0.0,0.0,0.0,0.0,0.0
NAWKII,3.21845,1.55685,3.21845,5013.03,1.33534,0.0,0.0,37.14,27.8131,0.0,0.0,0.0,66.6733,0.0133,0.00995998
NUXYIQ,3.32767,1.17016,3.31835,2218.77,1.25316,0.0,0.0,95.4539,76.1704,0.0,0.0,0.0,63.2794,0.02852,0.0227584
QUDDAX,9.59703,8.2007,9.59703,4693.1,0.834085,1877.61,2251.11,0.0,0.0,2563.75,0.54628,0.654945,0.0,0.0,0.0
KUBRIL,3.38027,1.77363,3.38027,4434.68,1.24084,0.0,0.0,148.748,119.877,0.0,0.0,0.0,223.596,0.05042,0.0406338
ELUVAJ01,3.53563,1.98424,3.44146,1006.05,1.87995,0.0,0.0,202.558,107.747,0.0,0.0,0.0,79.9612,0.07948,0.0422778
RAFRAV,2.67029,1.27605,2.67029,2238.93,1.24834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROLZAU,2.01859,1.27542,2.01116,1285.79,1.55259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTEMAJ,6.92907,4.11011,6.92907,3966.35,0.95787,1846.31,1927.52,0.0,0.0,1493.41,0.37652,0.39308,0.0,0.0,0.0
RAVWAO,17.92544,17.51422,17.92544,11780.8,0.536553,1590.22,2963.78,0.0,0.0,8190.04,0.6952,1.29568,0.0,0.0,0.0
UYAQAN,7.19017,5.37192,7.19017,6562.16,1.13147,947.127,837.073,0.0,0.0,1429.11,0.21778,0.192474,0.0,0.0,0.0
FOJKIA,5.14315,4.1527,5.13924,1590.84,1.07093,1806.58,1686.92,0.0,0.0,613.301,0.38552,0.359985,0.0,0.0,0.0
LAKCAE,2.32146,1.18755,2.2275,2977.37,1.50626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOGKUZ,1.83355,0.99227,1.62046,342.003,1.90719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOJBAB,2.61167,2.03842,2.61095,1246.41,1.5109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOGKOT,3.89793,2.28831,3.89793,1856.62,1.53417,0.0,0.0,357.117,232.776,0.0,0.0,0.0,227.065,0.1223,0.0797175
JIDTEY,2.33662,1.18567,2.33662,2525.49,1.57562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUTVUA,3.68613,2.61606,3.66408,739.279,1.29654,0.0,0.0,1047.32,807.778,0.0,0.0,0.0,221.931,0.3002,0.231538
HOWRES,4.94484,3.87233,4.93635,2898.72,1.10656,1656.61,1497.08,0.0,0.0,1049.86,0.36218,0.327303,0.0,0.0,0.0
LEQGUJ,2.58352,2.24132,2.58352,1034.48,1.5695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YIQGUA,1.83202,1.19294,1.82109,1024.56,1.53966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UXOYIS,1.80817,1.31664,1.80817,841.982,1.7379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUBXOW,4.75404,4.52244,4.75404,2349.35,1.18943,834.621,701.695,0.0,0.0,419.406,0.17852,0.150088,0.0,0.0,0.0
DORFOG,2.95981,2.32926,2.95262,808.357,1.58097,0.0,0.0,74.0709,46.8515,0.0,0.0,0.0,59.7214,0.07388,0.0467307
UTELIQ,5.33242,2.27773,4.33545,6772.25,1.1475,0.0,0.0,864.808,753.643,0.0,0.0,0.0,1315.17,0.1942,0.169237
XUGQIB,1.82939,0.99806,1.82588,1290.25,1.68589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIRPAE,2.55292,1.8732,2.25947,1404.73,1.58938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DULVEM02,2.04761,1.32602,2.03329,1023.09,1.7105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUFDUM,3.70051,1.60876,3.70051,9081.45,1.85489,0.0,0.0,172.973,93.2524,0.0,0.0,0.0,344.187,0.0379,0.0204325
HISHIC,2.52855,0.91284,2.52855,1376.62,1.69677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUYJAQ01,2.73862,1.41078,2.72624,1367.72,1.54037,0.0,0.0,0.685804,0.445221,0.0,0.0,0.0,0.0,0.0,0.0
GAXVOS,3.42795,2.14192,3.14939,3677.63,1.48403,0.0,0.0,248.732,167.606,0.0,0.0,0.0,307.229,0.08354,0.0562927
ZEFSIO,2.21567,1.17684,2.20971,1388.0,1.51482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVOYEE,2.49864,1.35375,2.38668,1593.95,1.66167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VICYAI,1.88854,0.9138,1.88854,763.325,2.65681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEKQUA,3.23951,1.72968,3.22994,1964.41,2.36004,0.0,0.0,198.78,84.2274,0.0,0.0,0.0,129.258,0.0658,0.0278808
UCIHEX,2.83978,1.54036,2.83978,3253.84,1.45775,0.0,0.0,8.14486,5.58729,0.0,0.0,0.0,21.4102,0.00658,0.00451381
FAJCAV,1.51375,0.71391,1.50216,1340.74,2.61854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUPWIG,2.18439,1.09951,1.89376,2183.88,1.91311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUZJOX,2.05667,0.96349,2.05667,2743.12,2.18095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOFFEU,1.01451,0.62865,0.97236,623.627,4.12223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIWRAF,1.53737,0.82079,1.51795,1412.82,1.86924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIKWAU,2.8975,1.33017,2.8975,6438.83,1.55424,0.0,0.0,3.26397,2.10004,0.0,0.0,0.0,0.0,0.0,0.0
DUZNOD,1.79824,0.92129,1.78981,504.267,2.10426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIXBET,1.88668,1.17589,1.76239,1839.95,2.95353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARJAG,2.6294,1.98712,2.6294,1464.63,1.87354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RULMET,1.3633,0.63077,1.3633,668.765,2.39902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAMGUV,2.58127,1.54644,2.58127,3572.33,1.63085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEGMIA,1.73643,1.12156,1.73626,883.273,1.91457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QAXZIY,2.9032,1.20978,2.88768,2203.78,2.01457,0.0,0.0,19.1199,9.49082,0.0,0.0,0.0,21.9938,0.00998,0.00495392
QEXHAD,2.30888,1.47173,2.12367,1203.65,1.4043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEVGEA,2.40721,1.68911,2.12129,1942.16,1.83215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQUMID,1.80897,0.76375,1.77172,1191.59,1.99918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACUGAH,1.35388,0.60723,1.09466,733.175,2.34252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URUFIY,2.3522,0.91317,2.35141,689.934,1.97912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUDHOX,2.42508,1.42605,2.41731,1754.96,1.81568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTIBIK,2.51491,1.00315,2.47536,1361.19,1.61365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAMHAC,2.57444,1.49881,2.57444,3515.82,1.6728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILOLAW,2.12217,1.04843,2.11428,750.946,2.01547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCIHAT,4.53327,3.40643,4.51157,2497.37,1.23906,1022.58,825.283,0.0,0.0,492.381,0.19716,0.15912,0.0,0.0,0.0
OJIYUE,2.80866,0.9789,2.74906,620.724,1.74238,0.0,0.0,14.2811,8.19631,0.0,0.0,0.0,21.3901,0.03446,0.0197775
ZILNUG,2.13422,1.03837,2.12807,1509.28,2.07256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOPMOQ,1.53092,0.91893,1.5309,668.435,2.27171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUPCOJ,2.36646,1.26603,2.34918,1170.32,1.83723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RACBAA,2.25227,0.79754,2.23394,2836.5,6.9702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAPZAQ,1.69299,0.85032,1.65936,670.824,1.97352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JULKOQ,1.85577,1.07066,1.83781,1827.08,1.83715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAJNOK,3.67295,1.92624,3.53619,3718.78,1.92268,0.0,0.0,473.512,246.277,0.0,0.0,0.0,438.072,0.1178,0.0612687
EHAFAV,1.52916,0.93259,1.3732,883.548,2.03418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OJIYEO,2.62694,0.91062,2.37769,1542.54,1.93959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUPMIV,2.04908,1.11866,2.04253,2774.06,1.66073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEYFUR,1.46541,0.59554,1.3871,2598.87,2.23424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIXBET01,2.19969,1.36858,2.17287,1833.98,3.07903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUGKUV,2.57997,1.15393,2.5179,2139.89,1.75108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
